sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
slr1759	5	slr1759	hik14	two-component hybrid sensor and regulator	-0.834517081414245	-0.0982872511742593	1.22494927737902	0.119454695856923	0.801021337301133	0.20123938752781	0.0804106571219999	0.0684361365478785	-0.520593105474514
slr1275	5	slr1275	pilN	hypothetical protein	-0.507215546449293	0.229690408587783	0.866770712747916	0.761339889351713	0.521743220241387	0.746352504788104	0.143310296298632	0.0291835457787808	-0.521071197903466
glnN	5	slr0288	glnN	glutamate--ammonia ligase	-0.433331131415981	0.305147518054468	0.268432362686154	0.23472748276424	0.212427160885994	0.952507446680345	0.291540832514532	0.00644826149776791	-0.522183260802038
slr0334	4	slr0334	slr0334	unknown protein	-0.684601712446968	0.0546768016830079	0.541767959194451	0.0524202017435475	0.315253339692566	0.497647869636685	0.343218430605825	0.0165713275397851	-0.52274885052682
sll1464	5	sll1464	sll1464	hypothetical protein	-0.785652691698043	-0.0457667328577875	1.34132430181923	0.300248294400361	0.831372755086894	1	0.0630126549327558	0	-0.523178378800656
ycf23	5	slr2032	ycf23	hypothetical protein YCF23	-1.71694365575578	-0.976525214770474	0.437250437918592	0.740042907696902	0.0110077977849779	0.0533890217087219	3.36229000062364	1.2426752451438	-0.523554900536279
slr1593	5	slr1593	slr1593	hypothetical protein	-2.81826163559655	-2.07764796418581	1.96377876765328	1.39222643468538	0.317804804672139	0.290576508746449	1.40304207987129	1.11515572646466	-0.523692949293998
napA	5	slr0415	nhaS5	Na+/H+ antiporter	-1.03833589798157	-0.296280556079671	0.615040831899882	0.231287628915959	0.0881684801104733	0.17662761241048	1.09511900536739	0.223081897180385	-0.524712364274536
slr1565	5	slr1565	slr1565	hypothetical protein	-0.601819229009717	0.142025511242702	0.52576468233737	0.328236174638295	0.317804804672139	0.914355054285718	0.299609408903442	0.00552268048422963	-0.525977659982431
slr0929	5	slr0929	slr0929	chromosome partitioning protein;  ParA family	-0.592886625768459	0.159536739597895	0.33940010896077	0.0830616797980453	0.0759791809140587	0.914355054285718	0.663621197437389	0.00620360687728342	-0.532043663973752
sll2007	5	sll2007	sll2007	hypothetical protein	-0.837880316432789	-0.0847639983880981	0.844564476675424	0.308356006349093	0.521743220241387	0.914355054285718	0.236737373787849	0.0032960591063338	-0.532533655511645
exbB2	5	slr0677	exbB	biopolymer transport ExbB like protein	-1.59745308216428	-0.841996362600442	0.555698160368567	1.42880824017559	0.0110077977849779	0.891443924977185	3.12829166328238	0.0420206454741597	-0.534188569296534
cbiE	5	sll0099	cbiE;  cbiT;  cobL	precorrin-6y C5;  15-methyltransferase (decarbox ylating)	-1.37607365135165	-0.620298058483645	1.39307797816697	0.939265655621824	0.632601102915249	0.952507446680345	0.27365984306441	0.0131079030665631	-0.534414046772246
sll0932	5	sll0932	sll0932	hypothetical protein	-0.916832283965297	-0.15947854462516	1.45957155130255	0.304060307522378	0.96476911582635	0.746352504788104	0.0142811367310283	0.0202627068166104	-0.5355299648444
ccmK	5	sll1029	ccmK1	carbon dioxide concentrating mechanism protein CcmK	-0.733086100826961	0.0243621678517772	0.433621327774325	0.102019880546874	0.116351752425167	0.290576508746449	0.684868880932686	0.0130761377564024	-0.535596807180746
slr1929	5	slr1929	pilA6	type 4 pilin-like protein	-2.70037363709699	-1.94231176064607	1.42464959473255	1.32338479327708	0.0164280793662919	0.116375269737098	4.81858238369984	1.81438974729147	-0.536030693397442
sll1550	5	sll1550	sll1550	probable porin	-1.61795762205191	-0.85843769351398	0.981070223850884	0.806311634874871	0.0641744396408226	0.613832048322259	1.92963760462783	0.181946247445629	-0.53706169191549
slr5071	3	slr5071	slr5071	hypothetical protein	-2.90398045127877	-2.14314794983337	1.47472385344126	1.58458153810992	0.0540569593737855	0.0922252358097008	3.67977414294672	2.21848008388615	-0.53798982111917
slr1232	5	slr1232	slr1232	unknown protein	-0.389463713456003	0.371671307359291	0.44012476313871	0.345924103053811	0.48928840640055	0.799499133977992	0.120903196958856	0.0361197618643798	-0.538203734617059
brkB	5	slr0119	brkB	hypothetical protein	-1.40204116548988	-0.64035830016219	0.656284824298697	1.0443528729996	0.0164280793662919	0.891443924977185	2.50182077340762	0.0319577023164884	-0.53859111918681
sll1001	5	sll1001	sll1001	ATP-binding protein of ABC transporter	-0.834474324129507	-0.0721452164942336	0.516647888241675	0.183805982218555	0.0385156130506793	0.424519521785774	1.18024976296733	0.0268454034204599	-0.539048081504792
slr1721	5	slr1721	slr1721	hypothetical protein	-2.27430855900497	-1.50749647592374	1.31661748023093	0.8685176572927	0.594324564040631	0.259130136925637	0.513939877654947	0.884119661973393	-0.542218023842522
slr2002	5	slr2002	cphA	cyanophycin synthetase	-0.629808396110335	0.140272074585349	0.526416338163668	0.1279383120083	0.560291610153004	0.873632922859333	0.158450899970294	0.00822990400204989	-0.544529122888247
sll0485	5	sll0485	sll0485	two-component response regulator NarL subfamily; potentially KaiA3	-0.553729250847725	0.218058269575152	1.07064760178431	0.172520288375692	0.945895107585028	0.891443924977185	0.0133764490360505	0.0108824095275509	-0.545736189326168
slr1119	5	slr1119	slr1119	hypothetical protein	-0.820906105091974	-0.0487408334637382	0.584971126777081	0.318994658462981	0.167042074736508	0.613832048322259	0.637986983533571	0.0103306411322619	-0.546003299765078
sll0594	5	sll0594	sll0594	transcriptional regulator	-1.11768489913994	-0.343759126328733	0.895718284685909	0.613346030619442	0.381125238931649	0.799499133977992	0.468234294700206	0.0334072002219374	-0.547248162089842
sll1892	5	sll1892	sll1892	unknown protein	-0.720951947936337	0.0531353687817671	0.606035175534342	0.189989175094106	0.317804804672139	0.576431906113401	0.358918387045262	0.0127127426426072	-0.54736239088187
sll1870	5	sll1870	sll1870	ATP-binding protein of ABC transporter	-0.23463197116064	0.552566532739401	0.516028092344168	0.24009497466549	0.801021337301133	0.0731074288285478	0.0226081783141978	0.627736849402677	-0.556633400247624
ureC	5	sll1750	ureC	urease alpha subunit	-1.18384595368598	-0.396530701683661	0.832057255497019	0.315992431643069	0.521743220241387	0.647662559333708	0.334487607058463	0.0748059960049784	-0.556715953622436
sll0812	5	sll0812	sll0812	hypothetical protein	-0.99218368338959	-0.201803535903982	0.580690293092525	0.305511593862086	0.0385156130506793	0.497647869636685	1.40330807465189	0.0611621819348468	-0.558883162002297
slr1515	5	slr1515	ictB	putative membrane protein required for bicarbon ate uptake	-3.59296190576169	-2.79844713573177	2.0293387307816	1.87672896572494	0.102132247396431	0.0319505320523307	3.56003999621073	4.18513899261754	-0.561806781641027
slr1677	5	slr1677	slr1677	hypothetical protein	-3.23083139405703	-2.43589259980004	1.7440300421936	1.67265206869931	0.0164280793662919	0.613832048322259	5.7651382113343	0.51628851000236	-0.562106612047373
queA	5	sll0467	queA	S-adenosylmethionine:tRNA ribosyltransferase-is omerase	-1.01568983869268	-0.216853940548632	0.784264261296092	0.260732108002996	0.41870951708492	0.539930253869482	0.384019294344749	0.0580436325275668	-0.5648622806329
slr1821	5	slr1821	slr1821	hypothetical protein	-1.67493311344561	-0.875501198129473	0.828529753400342	0.558777745749462	0.0164280793662919	0.17662761241048	2.98877276960865	0.659201099278022	-0.565283728416988
slr1566	5	slr1566	slr1566	hypothetical protein	-0.620163698595987	0.182469932138783	0.346553338769413	0.31557590678004	0.0385156130506793	0.773956683279766	0.87713670403508	0.0203058644434362	-0.567547683100936
ssl1690	5	ssl1690	ssl1690	hypothetical protein	-0.909194808575047	-0.101652623219503	1.26519082392401	0.632732297998182	0.732413180445005	0.891443924977185	0.122963005196697	0.00507307279645821	-0.571018555359109
ycf22	5	sll1002	ycf22	hypothetical protein YCF22	-0.553291005955077	0.254842761435681	0.251370198117484	0.143570250494601	0.0462389875329816	0.678548525328875	0.738638891763122	0.0429203857212631	-0.571436867027837
repA	5	ssl3177	repA	hypothetical protein	-0.662308035942534	0.146856987237966	0.513658550725404	0.112090497156434	0.190005636036717	0.914355054285718	0.477678753840917	0.00571055305694984	-0.572166074989901
citH	5	sll0891	citH	malate dehydrogenase	-1.74677801599757	-0.936938528393799	1.07295484084058	0.730567255047999	0.146923687918804	0.891443924977185	1.45490569642463	0.0467588263815335	-0.572642993357268
sll1712	5	sll1712	sll1712	DNA binding protein HU	-3.05258088139129	-2.23733548618913	2.20150151867521	1.5606149136898	0.167042074736508	0.0855470903324196	2.37238687400538	2.38901510247037	-0.576465547278557
slr1177	5	slr1177	slr1177	hypothetical protein	-0.888739068324839	-0.0731524256311904	0.357422423726769	0.154507094954643	0.0327294984651215	0.386972664061619	1.31983141814116	0.0301621871175351	-0.576706845693849
slr1215	5	slr1215	slr1215	hypothetical protein	-0.79981815438341	0.0168147678601237	0.709075873655091	0.115977264694601	0.41870951708492	0.461056965216689	0.302400980643631	0.0056538885582101	-0.577446677058589
ssr2227	4	ssr2227	ssr2227	putative transposase	-1.09152742497075	-0.269366828844069	0.692697582525842	0.256686724538298	0.115221136919778	0.721165257323383	1.02436338894012	0.0382407167828301	-0.581355332745553
sll0931	5	sll0931	sll0931	hypothetical protein	-0.684496849439083	0.138859145549432	0.580672206902619	0.498620436323222	0.130921992025113	0.830847581906481	0.604402090223336	0.0111751951525671	-0.582200607386976
pcnB	5	sll1253	pcnB	similar to polyA polymerase	-1.12630816048306	-0.298109117172274	1.08209718892448	0.314966969004656	0.632601102915249	0.497647869636685	0.223988966097276	0.0903502705205446	-0.585625159697266
slr0954	5	slr0954	slr0954	hypothetical protein	-0.853859492230692	-0.0227847731010228	0.674726019435687	0.220283339484486	0.317804804672139	0.325009520625726	0.425085017929362	0.0111213369959161	-0.587658569569294
slr1198	5	slr1198	slr1198	antioxidant protein	-1.18008054974052	-0.347710192029376	0.994622829560317	0.976710458434477	0.102132247396431	0.461056965216689	1.16926760316875	0.116915957011223	-0.588574724396222
ccmM	5	sll1031	ccmM	carbon dioxide concentrating mechanism protein CcmM;  putative carboxysome structural protein	-1.15833738946397	-0.325494256734069	1.04454845521997	0.385724701875175	0.732413180445005	0.386972664061619	0.156658006729512	0.134207698413079	-0.588909026817964
ssl3769	5	ssl3769	ssl3769	unknown protein	-0.79184572543377	0.0444238946091654	0.222292396253292	0.224235509204361	0.0327294984651215	0.773956683279766	1.17593892740437	0.00494363959809616	-0.591331919232657
ccmK5	5	slr0436	ccmO	carbon dioxide concentrating mechanism protein CcmO	-2.69016640163733	-1.85360357121046	1.58264115741309	1.1407324443043	0.0230333039733418	0.156197939506006	4.40553422350409	1.49460634243953	-0.591539250283448
slr0356	5	slr0356	slr0356	hypothetical protein	-0.69105724153518	0.145974901269325	0.723625639118494	0.323383716068466	0.48928840640055	0.830847581906481	0.214528406361046	0.0117478614937949	-0.591871104248172
sll1049	5	sll1049	sll1049	hypothetical protein	-1.11768270259077	-0.279918999308732	0.866115307173878	0.36214617164522	0.287103864635769	0.873632922859333	0.605740392182702	0.0164231298315834	-0.592388395622687
nrtC2	5	slr0043	cmpC	bicarbonate transport system ATP-binding protei n	-0.660928230112173	0.179551477226855	0.634709112633303	0.103073643432038	0.453523779275958	0.873632922859333	0.226962712559852	0.0105344661463901	-0.594308900509111
ESI3	4	ssr1169	ESI3	stress induced hydrophobic peptide homolog	-1.13477178572491	-0.292519225903848	0.807843265405374	0.336263181874973	0.458270430953186	0.746352504788104	0.384549379185777	0.0371663243268423	-0.5955624965212
sll0183	5	sll0183	sll0183	hypothetical protein	-0.12931863744003	0.717526858850738	0.261818291314305	0.459154128026775	0.48928840640055	0.17662761241048	0.0401450408668919	0.540255678834565	-0.598810193044489
dfrA	5	slr1706	dfrA	dihydroflavonol 4-reductase	-0.666727597430698	0.181190143308771	0.786296456430522	0.0862686173708428	0.665258648332501	0.952507446680345	0.118017099276403	0.00382884131688873	-0.599568384365255
sfsA	5	sll2014	sfsA	sugar fermentation stimulation protein	-2.64591485346753	-1.79633542690488	1.91440722127816	1.5490634732394	0.665258648332501	0.613832048322259	0.468351988341154	0.380734085360458	-0.600743373679024
slr1278	5	slr1278	ycf62	hypothetical protein YCF62	-0.983452927037496	-0.131500406405168	1.11654266900132	0.305320490490603	0.801021337301133	0.539930253869482	0.0947615068317396	0.0351977061025346	-0.602421404588091
rpiB	5	ssl2153	rpiB	probable ribose phosphate isomerase B	-0.807947094779438	0.0457347964691177	0.930242658643519	0.347405794393097	0.862463238140476	0.952507446680345	0.0519182014743886	0.000966450355094884	-0.60364425427801
aspC2	5	sll0402	aspC	aspartate aminotransferase	-3.33882995456674	-2.48485316822848	1.23438795249652	1.06769103027871	0.00872410061899529	0.00942124926252689	6.87558352567998	5.03404292646482	-0.603852776595677
rpoD4	5	sll0184	sigC	group2 RNA polymerase sigma factor SigC	-0.842648098354844	0.0122068376434286	0.562830238109895	0.0793470976999841	0.190005636036717	0.497647869636685	0.607746051239948	0.00369962211738324	-0.60447372217517
ddlA	5	slr1874	ddl	D-alanine--D-alanine ligase	-3.99938537294718	-3.13998346033072	1.93682546366709	1.86924118713662	0.00980989964232929	0.0451178924440654	8.03210736485421	4.22532249693286	-0.607688920175783
slr0280	5	slr0280	slr0280	hypothetical protein	-0.75530794018861	0.105903530358711	0.203916807960866	0.228464739128219	0.0273335965306326	1	1.18077533533655	0	-0.60896847085965
slr1590	5	slr1590	slr1590	hypothetical protein	-0.40050177948975	0.464226438314884	0.405948363404223	0.266505240344741	0.381125238931649	0.461056965216689	0.167783127775873	0.156094010327172	-0.611455186693014
rpoD2	5	sll1689	sigE; rpoD2-V	group2 RNA polymerase sigma factor SigE	-0.836988119729631	0.0296796940631823	0.27939345500972	0.558340425981767	0.0327294984651215	0.873632922859333	1.24297812080238	0.00174133756609965	-0.612826688169018
nrtD3	5	slr0044	cmpD	bicarbonate transport system ATP-binding protei n	-1.91297207208442	-1.04321788569242	1.26477475664819	0.664245313621696	0.346720922983932	0.17662761241048	0.880005316788554	0.785481937094093	-0.615009083163171
slr7080	5	slr7080	slr7080	Csx3; accessory protein of CRISPR3	-1.16434319129119	-0.294323348464003	1.05180014337524	0.288141453247286	0.41870951708492	0.461056965216689	0.440223219393698	0.0989648757650149	-0.615196930629959
sll0208	5	sll0208	sll0208	hypothetical protein	-1.40650889660356	-0.536432962132295	0.606426648566646	0.418593990358688	0.019602630199946	0.135288050494858	2.401875063398	0.466021072661403	-0.615236593411854
pepP	5	sll0136	pepP	aminopeptidase P	-1.24550021670013	-0.374084242240385	0.746044513781242	0.50954127421517	0.0759791809140587	0.746352504788104	1.39409510906704	0.0475296494775945	-0.616184144774772
sll5123	5	sll5123	sll5123	hypothetical protein	-0.7953916831089	0.0761694674569514	1.04670421728171	0.168036122672856	0.560291610153004	0.914355054285718	0.200109317049201	0.00296185965280435	-0.616286799783863
ssr2130	3	ssr2130	ssr2130	hypothetical protein	-0.961438971002992	-0.0859375916915269	0.529347566747972	0.438130170301649	0.116351752425167	0.952507446680345	0.898202314043486	0.00181600056015025	-0.619072962249312
slr0770	4	slr0770	slr0770	hypothetical protein	-1.65380163668497	-0.777927732254794	0.978094617333681	0.571862197478363	0.315253339692566	0.835084036174793	0.829117415215832	0.060888262328754	-0.619336377286917
rfbB2	5	slr0809	rfbB	dTDP-glucose 4; 6-dehydratase	-2.35369343501064	-1.47728525007219	1.06070631300475	1.16387203265176	0.0110077977849779	0.228418740933118	4.60923681131878	0.947336151690791	-0.619714170657368
slr1657	5	slr1657	slr1657	hypothetical protein	-0.736817260643684	0.142346320787175	1.50582268261773	0.12879670397963	0.892734787732264	0.972096826221706	0.0363085431265179	0.00174950386654527	-0.621662530202012
slr0695	5	slr0695	slr0695	hypothetical protein	-0.700354986318008	0.181486866472401	0.45516563557375	0.187632917119259	0.0641744396408226	0.952507446680345	0.835269910514677	0.00383511155812723	-0.623556354042207
slr0769	5	slr0769	slr0769	hypothetical protein	-1.35392107344163	-0.469347001258712	1.23160124399749	0.763954573536786	0.594324564040631	0.576431906113401	0.305954101119631	0.112292203364341	-0.625488324902343
chlM	5	slr0525	chlM	Mg-protoporphyrin IX methyl transferase	-3.40559666077954	-2.51948813714989	1.20661784068683	1.37621959108586	0.00872410061899529	0.0319505320523307	7.01307482399327	3.76794969952722	-0.626573345925731
