chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_005229.1	106537	106950	+	protein-coding	SGL_RS00545	arfB	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	slr5115	0.07867607233029585	0.27972412951747644
NC_005229.1	107105	107527	+	protein-coding	SGL_RS00550	slr5116	putative toxin-antitoxin system toxin component, PIN family	slr5116	-1.5038254122148464	-0.5522625564630911
NC_005229.1	107531	107746	+	protein-coding	SGL_RS00555	ssr5117	toxin-antitoxin system HicB family antitoxin	ssr5117	-1.0803436244116236	-1.3858495740307908
NC_005229.1	107767	108585	+	protein-coding	SGL_RS00560	slr5118	Rpn family recombination-promoting nuclease/putative transposase	slr5118	0.4028946563444713	0.19426909402322473
NC_005229.1	108733	109503	+	protein-coding	SGL_RS00565	slr5119	Rpn family recombination-promoting nuclease/putative transposase	slr5119	-1.4268336514000302	-1.0447021321925618
NC_005229.1	109617	109907	+	protein-coding	G2PN3-378	ssr5120	unknown protein	ssr5120	0.18155810149756527	0.17256455616333577
NC_005229.1	110068	110283	+	protein-coding	SGL_RS00570	ssr5121	hypothetical protein	ssr5121	0.13005492018541315	0.4915172417186321
NC_005229.1	110524	111786	-	protein-coding	SGL_RS00575	sll5122	Y-family DNA polymerase	sll5122	0.10764204165559232	0.1266995351351059
NC_005229.1	111783	112217	-	protein-coding	SGL_RS00580	umuD	translesion error-prone DNA polymerase V autoproteolytic subunit	sll5123	-0.7960151469792566	0.07569349259328112
NC_005229.1	112352	113182	+	protein-coding	SGL_RS00585	slr5124	Rpn family recombination-promoting nuclease/putative transposase	slr5124	0.4741504013283014	0.10384506629324596
NC_005229.1	113239	113463	-	protein-coding	SGL_RS00590	ssl5125	hypothetical protein	ssl5125	-1.1362928694645924	-2.088383130573319
NC_005229.1	113953	114423	+	protein-coding	SGL_RS00595	slr5126	hypothetical protein	slr5126	0.2065489107781668	0.35983031966313633
NC_005229.1	114514	115284	+	protein-coding	SGL_RS00600	slr5127	hypothetical protein	slr5127	-2.8395947998607123	-6.4480032977020905
NC_005229.1	115503	116540	-	protein-coding	SGL_RS00605	sll5128	hypothetical protein	sll5128	0.17484741677824014	0.18577363460856605
NC_005229.1	116636	116830	-	protein-coding	SGL_RS00610	ssl5129	hypothetical protein	ssl5129	0.3210742223354447	0.364907055284935
NC_005229.1	116886	117293	-	protein-coding	SGL_RS00615	sll5130	DUF1524 domain-containing protein	sll5130	-0.09469507747760524	0.24531347326942377
NC_005229.1	118399	27	-	protein-coding	SGL_RS00005	sll5132	DUF262 domain-containing protein	sll5132	0.05311779019434607	0.2419679188361851
NC_005230.1	1399	1827	-	protein-coding	SGL_RS00640	sll7003	type II toxin-antitoxin system VapC family toxin	sll7003	-0.5180741817294066	-0.03403784117474988
NC_005230.1	1799	2032	-	protein-coding	SGL_RS00645	ssl7004	DNA-binding protein	ssl7004	0.4241241708361617	0.00432671179257455
NC_005230.1	2399	2965	+	protein-coding	SGL_RS00650	slr7005	site-specific integrase	slr7005	-0.09962179986048446	0.27452868046019896
NC_005230.1	3041	3364	-	protein-coding	SGL_RS00655	sll7006	YlcI/YnfO family protein	sll7006	0.3374785668948261	0.06406940347295516
NC_005230.1	3367	3819	-	protein-coding	SGL_RS00660	ssl7007	putative toxin-antitoxin system toxin component, PIN family	ssl7007	-1.070697578948053	-1.4035155141950808
NC_005230.1	5340	6284	-	protein-coding	SGL_RS00670	sll7009	WYL domain-containing protein	sll7009	0.6642911649060246	0.2598473172782401
NC_005230.1	6373	8517	+	protein-coding	SGL_RS00675	cas3'	type I-D CRISPR-associated helicase Cas3'	slr7010	0.25597660897775276	0.11367054203133212
NC_005230.1	8531	11458	+	protein-coding	SGL_RS00680	cas10d	type I-D CRISPR-associated protein Cas10d/Csc3	slr7011	0.05417701674543242	0.15946188000665434
NC_005230.1	11524	12513	+	protein-coding	SGL_RS00685	cas7d	type I-D CRISPR-associated protein Cas7/Csc2	slr7012	0.13073538694382966	0.23658744842987064
NC_005230.1	12674	13438	+	protein-coding	SGL_RS00690	cas5d	type I-D CRISPR-associated protein Cas5/Csc1	slr7013	0.103944511549354	0.04227152878124902
NC_005230.1	13441	14229	+	protein-coding	SGL_RS00695	cas6-1	CRISPR-associated endoribonuclease Cas6	slr7014	0.05534394751277747	0.1996796685307992
NC_005230.1	14222	14794	+	protein-coding	SGL_RS00700	cas4	CRISPR-associated protein Cas4	slr7015	0.34710276115533006	0.27039326706841593
NC_005230.1	14804	15781	+	protein-coding	SGL_RS00705	cas1d	type I-D CRISPR-associated endonuclease Cas1d	slr7016	-1.5933226632159887	-1.5981102641885538
NC_005230.1	15813	16097	+	protein-coding	SGL_RS01065	cas2	CRISPR-associated endonuclease Cas2	ssr7017	0.28945865840040447	0.41620431772162825
NC_005230.1	20266	22182	+	protein-coding	SGL_RS00715	slr7023	hypothetical protein	slr7023	-0.3450088989184518	0.16052912122386653
NC_005230.1	22328	24058	+	protein-coding	SGL_RS00720	slr7024	DUF262 domain-containing protein	slr7024	0.3802503890455764	0.15811608367408933
NC_005230.1	24106	24495	+	protein-coding	SGL_RS00725	slr7025	hypothetical protein	slr7025	0.1788525811981728	0.04956311371718739
NC_005230.1	24518	24886	+	protein-coding	SGL_RS00730	slr7026	hypothetical protein	slr7026	-0.00119908145514262	0.138524676984019
NC_005230.1	24925	25509	-	protein-coding	SGL_RS00735	sll7027	hypothetical protein	sll7027	0.40038511737838867	0.2005693274474788
NC_005230.1	26352	27608	-	protein-coding	SGL_RS00745	sll7028	VWA-like domain-containing protein	sll7028	0.23334275481496727	0.24042260735218185
NC_005230.1	27605	28630	-	protein-coding	SGL_RS00750	sll7029	MoxR family ATPase	sll7029	-1.4016199419084283	-1.30687612888312
NC_005230.1	28850	29353	-	protein-coding	SGL_RS00755	sll7030	GNAT family N-acetyltransferase	sll7030	0.19274081690598135	0.01976686229872246
NC_005230.1	29337	29639	-	protein-coding	SGL_RS00760	sll7031	DUF1778 domain-containing protein	sll7031	0.7392375831759481	-0.07636343372166361
NC_005230.1	30352	30669	+	protein-coding	SGL_RS00770	slr7032	DUF86 domain-containing protein	slr7032	0.18767515345680305	0.16795733882716812
NC_005230.1	30699	31040	-	protein-coding	SGL_RS00775	sll7033	DUF5615 family PIN-like protein	sll7033	0.4313256505040141	0.30592269508591247
NC_005230.1	31037	31369	-	protein-coding	SGL_RS00780	sll7034	DUF433 domain-containing protein	sll7034	-1.0775516708369803	-0.8286579542053646
NC_005230.1	31822	32097	+	protein-coding	SGL_RS00785	ssr7035	hypothetical protein	ssr7035	-0.3607173939055267	0.02977781940962998
NC_005230.1	32289	32483	+	protein-coding	SGL_RS00790	ssr7036	hypothetical protein	ssr7036	-0.5402849134386278	-0.48564462454943214
NC_005230.1	32647	35523	+	protein-coding	SGL_RS00795	slr7037	DUF3854 domain-containing protein	slr7037	-1.4215702778968011	-0.25416191725263537
NC_005230.1	35891	36178	-	protein-coding	SGL_RS00800	ssl7038	putative addiction module antidote protein	ssl7038	0.8527095997909454	-0.5992183292388955
NC_005230.1	36189	36479	-	protein-coding	SGL_RS00805	ssl7039	type II toxin-antitoxin system RelE/ParE family toxin	ssl7039	0.00728425439821941	0.20407236824634464
NC_005230.1	36597	36848	+	protein-coding	SGL_RS00810	ssr7040	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	ssr7040	0.4715970201450324	0.08046371643551065
NC_005230.1	36839	37201	+	protein-coding	SGL_RS00815	slr7041	type II toxin-antitoxin system PemK/MazF family toxin	slr7041	-0.5456732412054163	-0.08610454173539094
NC_005230.1	37267	37521	-	protein-coding	SGL_RS00820	ssl7042	DUF1819 family protein	ssl7042	-1.1646284910602205	-1.6927155767526434
NC_005230.1	37554	38138	-	protein-coding	SGL_RS00825	sll7043	hypothetical protein	sll7043	-1.1999794455910069	-1.2022707308211389
NC_005230.1	38131	38712	-	protein-coding	SGL_RS00830	sll7044	hypothetical protein	sll7044	-1.2286780645196276	-0.817992336662541
NC_005230.1	40013	40234	-	protein-coding	G2PN3-368	ssl7045	unknown protein	ssl7045	0.27587639747211545	0.27814678714776
NC_005230.1	40245	40514	-	protein-coding	SGL_RS00845	ssl7046	putative toxin-antitoxin system toxin component, PIN family	ssl7046	0.2425988901314311	0.06356249696004157
NC_005230.1	40637	41368	-	protein-coding	SGL_RS00850	sll7047	DUF4386 domain-containing protein	sll7047	-0.8978830525949287	-0.192992854981212
NC_005230.1	41419	41640	-	protein-coding	SGL_RS00855	ssl7048	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	ssl7048	-2.2532568549512337	0.14762755864225188
NC_005230.1	41845	42492	+	protein-coding	SGL_RS00860	slr7049	recombinase family protein	slr7049	0.18341914607221385	0.14278029958111424
NC_005230.1	43053	43646	-	protein-coding	SGL_RS00865	sll7050	hypothetical protein	sll7050	0.23054045232320017	0.27575894711575055
NC_005230.1	43751	44017	-	protein-coding	G2PN3-369	ssl7051	unknown protein	ssl7051	0.41268908370524016	0.0232017409499485
NC_005230.1	43997	44320	+	protein-coding	G2PN3-397	slr7052	unknown protein	slr7052	-0.9433336604629192	-0.5708978290658847
NC_005230.1	44777	45019	-	protein-coding	SGL_RS00880	ssl7053	Rho termination factor N-terminal domain-containing protein	ssl7053	0.34303860189877816	0.1178641336826646
NC_005230.1	45124	45630	+	protein-coding	SGL_RS00885	slr7054	helix-turn-helix domain-containing protein	slr7054	0.22884849051766387	0.32675375736497136
NC_005230.1	45712	46086	-	protein-coding	SGL_RS00890	sll7055	hypothetical protein	sll7055	0.11973297817875536	0.1621807585006346
NC_005230.1	46666	47043	-	protein-coding	G2PN3-402	sll7056	unknown protein	sll7056	-0.2402081870633434	-0.23363129456369905
NC_005230.1	47550	48242	+	protein-coding	SGL_RS00900	slr7057	HNH endonuclease	slr7057	0.04098553270286573	0.09824788656788352
NC_005230.1	48431	48733	+	protein-coding	SGL_RS18545	slr7058	HNH endonuclease	slr7058	-1.3971520180751666	0.04821855800307324
NC_005230.1	48790	49434	+	protein-coding	SGL_RS00905	slr7059	MerR family transcriptional regulator	slr7059	0.2153112336126259	0.0728920554698671
NC_005230.1	49431	51197	+	protein-coding	SGL_RS00910	slr7060	macro domain-containing protein	slr7060	0.2355658420340751	0.29388450584136383
NC_005230.1	51537	52805	+	protein-coding	SGL_RS00915	csx1	cyclic tetraadenylate-dependent RNase	slr7061	-1.0213443745330306	-0.34982962748811436
NC_005230.1	52881	53996	-	protein-coding	SGL_RS00920	csm6	cyclic oligoadenylate ring nuclease	sll7062	0.11394397747183878	0.14893683050280557
NC_005230.1	54005	56392	-	protein-coding	SGL_RS00925	cas7	TIGR03986 family CRISPR-associated RAMP protein	sll7063	0.1194428615608457	0.1596165790035379
NC_005230.1	56394	56954	-	protein-coding	SGL_RS00930	csx19	CRISPR-associated protein Csx19	sll7064	0.31936109178498134	0.3208900106161626
NC_005230.1	56954	58522	-	protein-coding	SGL_RS00935	cas7	CRISPR-associated protein Cas7	sll7065	0.29912795102308254	0.19863865958715496
NC_005230.1	58527	60902	-	protein-coding	SGL_RS00940	cas7/5/11	RAMP superfamily CRISPR-associated protein	sll7066	0.2335902031796582	0.29781958850967893
NC_005230.1	60905	62581	-	protein-coding	SGL_RS00945	cas10	CRISPR-associated protein Cas10	sll7067	0.5168159039684479	0.10646677168079262
NC_005230.1	62908	64011	+	protein-coding	SGL_RS00950	cas6-2a	CRISPR-associated endoribonuclease Cas6-2a	slr7068	-0.7063450809039771	0.6051879403583379
NC_005230.1	64005	64319	-	protein-coding	SGL_RS00955	csx18	CRISPR-associated protein Csx18	sll7069	0.09975468480231686	0.08273169953128033
NC_005230.1	64316	64651	-	protein-coding	SGL_RS00960	sll7070	hypothetical protein	sll7070	1.494027723347339	0.24435816247717768
NC_005230.1	64822	65832	+	protein-coding	SGL_RS01060	cas1	CRISPR-associated endonuclease Cas1	slr7071	0.1613391348969908	0.16277623037272437
NC_005230.1	65842	66123	+	protein-coding	SGL_RS00970	cas2	CRISPR-associated endonuclease Cas2	ssr7072	0.2052881164190041	0.14042447295240637
NC_005230.1	66223	66567	+	protein-coding	SGL_RS00975	slr7073	hypothetical protein	slr7073	-0.5750833271455642	-0.01386968923200747
NC_005230.1	66610	66864	-	protein-coding	SGL_RS00980	ssl7074	hemolysin XhlA family protein	ssl7074	0.14932179172549795	0.27201762258375384
NC_005230.1	66936	67976	-	protein-coding	SGL_RS00985	cas6-2b	hypothetical protein	sll7075	0.3946732410892042	-0.2160970219620261
NC_005230.1	72878	73459	-	protein-coding	SGL_RS00990	sll7077	HD domain-containing protein	sll7077	0.446661954969505	-0.12163843232347682
NC_005230.1	73483	74928	-	protein-coding	SGL_RS00995	sll7078	TIGR03985 family CRISPR-associated protein	sll7078	0.46198220136020446	0.0720863177933685
NC_005230.1	75157	76089	+	protein-coding	SGL_RS01000	cas3	CRISPR-associated protein Cas3	slr7080	-1.2238961250888205	-0.31444357555537455
NC_005230.1	76204	77592	+	protein-coding	SGL_RS01005	uvrD	DNA helicase	slr7081	-9.64347139457622e-4	0.29947129910446535
NC_005230.1	77599	78591	+	protein-coding	SGL_RS01010	slr7082	hypothetical protein	slr7082	0.24089211376193223	0.1120529766770867
NC_005230.1	78642	79775	+	protein-coding	SGL_RS01015	slr7083	hypothetical protein	slr7083	0.08523973800561419	0.2113560830357382
NC_005230.1	80203	81933	-	protein-coding	SGL_RS01025	cmr6	RAMP superfamily CRISPR-associated protein	sll7085	0.31890342295278307	0.23943570717978072
NC_005230.1	82196	82591	-	protein-coding	SGL_RS01030	cmr5	hypothetical protein	sll7086	0.20366533314421703	-0.15749115278727657
NC_005230.1	82630	83409	-	protein-coding	SGL_RS01035	cmr4	type III-B CRISPR module RAMP protein Cmr4	sll7087	-1.1834250593778612	-2.7915983138873135
NC_005230.1	83501	83881	+	protein-coding	SGL_RS01040	slr7088	peptidase	slr7088	-0.09233475643445511	0.2162891305897948
NC_005230.1	83905	85017	-	protein-coding	SGL_RS01045	cmr3	type III-B CRISPR module-associated protein Cmr3	sll7089	-1.1327324182894996	-2.2452058993241537
NC_005230.1	85199	88138	-	protein-coding	SGL_RS01050	cmr2	type III-B CRISPR-associated protein Cas10/Cmr2	sll7090	-1.4117419701612164	-0.24207378056958587
NC_005230.1	88262	88630	+	protein-coding	SGL_RS01055	csx18	CRISPR-associated protein Csx18	slr7091	-2.285755381427633	-2.251345141769412
NC_005230.1	88627	89616	+	protein-coding	SGL_RS00965	cas1	CRISPR-associated endonuclease Cas1	slr7092	-0.20015461385448827	-0.15226557572620034
NC_005230.1	89620	89898	+	protein-coding	SGL_RS00710	cas2	CRISPR-associated endonuclease Cas2	ssr7093	0.1081669287922228	-0.27180318098595163
NC_005230.1	93265	93654	+	protein-coding	SGL_RS01070	slr7094	hypothetical protein	slr7094	-0.34226232159602443	-0.7958917573202822
NC_005230.1	93673	94188	+	protein-coding	SGL_RS01075	slr7095	AAA family ATPase	slr7095	-0.16697004802058	-0.22992774942620117
NC_005230.1	94246	94611	+	protein-coding	SGL_RS01080	slr7096	hypothetical protein	slr7096	-1.953118836097639	-2.323223733686135
NC_005230.1	94718	95344	+	protein-coding	SGL_RS01085	slr7097	alpha-ketoglutarate-dependent dioxygenase AlkB	slr7097	-1.4011225734923816	0.03133867919184481
NC_005230.1	95369	96241	+	protein-coding	SGL_RS01090	slr7098	hypothetical protein	slr7098	0.1968637351328273	0.14715622728852024
NC_005230.1	96348	96938	+	protein-coding	SGL_RS01095	slr7099	hypothetical protein	slr7099	-0.3668935070072968	-0.2760528982481879
NC_005230.1	97173	98522	+	protein-coding	SGL_RS01100	slr7100	hypothetical protein	slr7100	0.03035223096125397	0.1407485179039233
NC_005230.1	98500	99015	+	protein-coding	SGL_RS01105	slr7101	hypothetical protein	slr7101	-0.2298925138402156	0.4221375590442535
NC_005230.1	99125	100141	+	protein-coding	SGL_RS01110	slr7102	family 10 glycosylhydrolase	slr7102	0.16506906545182587	0.30974837902310004
NC_005230.1	100246	100707	-	protein-coding	SGL_RS01115	sll7103	ATP-binding domain-containing protein	sll7103	0.4223739525522324	0.3867969763290564
NC_005230.1	101524	85	-	protein-coding	SGL_RS00625	sll7106	AAA family ATPase	sll7106	0.30997775875142475	0.064939614743333
NC_005231.1	1920	2966	-	protein-coding	SGL_RS01130	sll8001	macro domain-containing protein	sll8001	-3.407933877655275	-4.368105196779538
NC_005231.1	2983	3621	-	protein-coding	SGL_RS01135	sll8002	DUF4433 domain-containing protein	sll8002	0.04806694513897092	0.44198528340797344
NC_005231.1	3660	3839	-	protein-coding	SGL_RS01140	ssl8003	hypothetical protein	ssl8003	-1.9725686891972056	-2.2492648662825916
NC_005231.1	3836	4372	-	protein-coding	SGL_RS01145	sll8004	zeta toxin family protein	sll8004	0.5745074524190275	0.09037448343786386
NC_005231.1	4365	4655	-	protein-coding	SGL_RS01150	ssl8005	nucleotidyltransferase family protein	ssl8005	-0.08152505569782502	0.10436563866629547
NC_005231.1	4652	6046	-	protein-coding	SGL_RS01155	sll8006	restriction endonuclease subunit S	sll8006	0.1557024081037439	0.2696098055277409
NC_005231.1	6043	6393	-	protein-coding	SGL_RS01160	sll8007	DUF5615 family PIN-like protein	sll8007	0.4306548470633711	0.3803789846894029
NC_005231.1	6377	6601	-	protein-coding	SGL_RS01165	ssl8008	DUF433 domain-containing protein	ssl8008	-1.2632293333730833	-1.4893267939531758
NC_005231.1	6652	8619	-	protein-coding	SGL_RS01170	sll8009	type I restriction-modification enzyme methyltransferase subunit M (inactive)	sll8009	0.5593478958198591	0.1303638893579659
NC_005231.1	8821	9195	-	protein-coding	SGL_RS01180	sll8011	DUF5615 family PIN-like protein	sll8011	0.09218004222938408	0.35648236035646397
NC_005231.1	9205	9621	-	protein-coding	SGL_RS01185	sll8012	hypothetical protein	sll8012	0.18059524583487316	0.02653824561849848
NC_005231.1	9713	9940	+	protein-coding	SGL_RS01190	ssr8013	DUF2281 domain-containing protein	ssr8013	0.3931264146790964	0.4216643575614505
NC_005231.1	9948	10373	+	protein-coding	SGL_RS01195	slr8014	PIN domain-containing protein	slr8014	-0.07710784630945247	0.11553775311325803
NC_005231.1	10395	10994	+	protein-coding	SGL_RS01200	slr8015	ParA family protein	slr8015	-0.21561751659021217	0.22137870340810048
NC_005231.1	10998	11867	+	protein-coding	SGL_RS01205	slr8016	ParB/RepB/Spo0J family partition protein	slr8016	0.27410010738392454	-0.01149495126303207
NC_005231.1	12618	13181	-	protein-coding	SGL_RS01215	sll8017	hypothetical protein	sll8017	2.8209746605597363	0.02255339527320705
NC_005231.1	13695	15104	-	protein-coding	SGL_RS01220	sll8018	hypothetical protein	sll8018	0.17292224491605515	0.17241449692184882
NC_005231.1	15590	16915	-	protein-coding	SGL_RS01225	sll8019	hypothetical protein	sll8019	-1.2120952625766366	0.02895456160689259
NC_005231.1	17687	18409	-	protein-coding	SGL_RS01230	sll8020	Crp/Fnr family transcriptional regulator	sll8020	0.2706271784345604	0.2721513283694613
NC_005231.1	18529	19311	+	protein-coding	SGL_RS01235	slr8021	class I SAM-dependent methyltransferase	slr8021	2.208450394045202	-0.374283804525233
NC_005231.1	19356	19691	+	protein-coding	SGL_RS01240	slr8022	cupin domain-containing protein	slr8022	0.3981084999799476	0.07312804097220055
NC_005231.1	19938	21278	+	protein-coding	SGL_RS01245	slr8023	carboxylesterase family protein	slr8023	0.21953188318707745	0.01404897576358766
NC_005231.1	21321	21512	-	protein-coding	G2PN3-370	ssl8024	unknown protein	ssl8024	-0.0208738904877214	0.1910348838409416
NC_005231.1	21810	22325	-	protein-coding	SGL_RS01250	sll8025	hypothetical protein	sll8025	0.3280700500401749	0.167196608661529
